x-axis,1,2
second,Volt,Volt
-182.0625E-09,-283.4896326422E-03,+217.2540805877E-03
-181.2813E-09,-281.4795824124E-03,+213.2339801283E-03
-180.5000E-09,-277.5398839622E-03,+213.0731761099E-03
-179.7188E-09,-277.3790799438E-03,+211.3847339169E-03
-178.9375E-09,-277.3790799438E-03,+209.1435279108E-03
-178.1563E-09,-275.6906377508E-03,+201.3344827683E-03
-177.3750E-09,-273.4494317447E-03,+197.1535782905E-03
-176.5938E-09,-269.4996830432E-03,+194.8219200240E-03
-175.8125E-09,-265.4795825838E-03,+193.0430255707E-03
-175.0313E-09,-263.1479243173E-03,+185.2540809305E-03
-174.2500E-09,-261.3690298640E-03,+181.0731764526E-03
-173.4688E-09,-257.4393816649E-03,+173.1937795521E-03
-172.6875E-09,-253.4192812054E-03,+171.1837293224E-03
-171.9063E-09,-249.3991807460E-03,+168.9425233162E-03
-171.1250E-09,-243.6906380935E-03,+161.1334781737E-03
-170.3438E-09,-237.4293316279E-03,+149.2339808137E-03
-169.5625E-09,-233.3187789081E-03,+146.5807145105E-03
-168.7813E-09,-221.5800855665E-03,+144.8018200572E-03
-168.0000E-09,-217.2383770703E-03,+137.0128754170E-03
-167.2188E-09,-214.1831007211E-03,+128.9726744981E-03
-166.4375E-09,-209.2383771560E-03,+120.9324735792E-03
-165.6563E-09,-205.1780756919E-03,+116.9927751289E-03
-164.8750E-09,-193.4393823503E-03,+112.7415188930E-03
-164.0938E-09,-189.0976738541E-03,+104.8520717413E-03
-163.3125E-09,-185.0775733947E-03,+92.9525743813E-03
-162.5313E-09,-177.1981764941E-03,+87.8872478024E-03
-161.7500E-09,-169.1579755752E-03,+84.5606146722E-03
-160.9688E-09,-157.2584782152E-03,+76.7113685251E-03
-160.1875E-09,-153.6403878017E-03,+64.8118711651E-03
-159.4063E-09,-148.9268200130E-03,+56.6108662279E-03
-158.6250E-09,-137.1579759179E-03,+50.5003135295E-03
-157.8438E-09,-125.0976745396E-03,+44.4701628403E-03
-157.0625E-09,-118.3439057677E-03,+36.5103639306E-03
-156.2813E-09,-112.7760666313E-03,+24.6108665706E-03
-155.5000E-09,-97.1177753418E-03,+16.4098616333E-03
-154.7188E-09,-88.7559663861E-03,+11.2641330452E-03
-153.9375E-09,-76.8564690261E-03,+4.3093592503E-03
-153.1563E-09,-71.0675243645E-03,-7.5499371051E-03
-152.3750E-09,-64.5750621225E-03,-15.7509420424E-03
-151.5938E-09,-56.5951627104E-03,-20.1730525478E-03
-150.8125E-09,-40.8363689094E-03,-23.9619972308E-03
-150.0313E-09,-33.4393840640E-03,-35.6906403213E-03
-149.2500E-09,-28.3338564805E-03,-47.7509416996E-03
-148.4688E-09,-16.5549621343E-03,-55.9519466369E-03
-147.6875E-09,-635.3643148E-06,-57.9619968667E-03
-146.9063E-09,+7.7264446409E-03,-60.2032028728E-03
-146.1250E-09,+13.5957913117E-03,-75.7308408974E-03
-145.3438E-09,+19.8570977773E-03,-84.0926498531E-03
-144.5625E-09,+31.6862433792E-03,-90.9268206342E-03
-143.7813E-09,+47.6058411987E-03,-96.2635039941E-03
-143.0000E-09,+55.9676501543E-03,-104.1931521504E-03
-142.2188E-09,+60.8721727149E-03,-112.2333530693E-03
-141.4375E-09,+68.0581022862E-03,-120.2735539882E-03
-140.6563E-09,+83.7867453338E-03,-126.1429006590E-03
-139.8750E-09,+96.0078507305E-03,-132.4042071246E-03
-139.0938E-09,+100.3495592267E-03,-136.5147598444E-03
-138.3125E-09,+104.3696596862E-03,-144.3941567450E-03
-137.5313E-09,+116.1083530278E-03,-149.2986793055E-03
-136.7500E-09,+128.1686544062E-03,-152.6253124357E-03
-135.9688E-09,+140.2289557845E-03,-160.4745585828E-03
-135.1875E-09,+143.8470461981E-03,-168.5147595017E-03
-134.4063E-09,+148.5606139868E-03,-176.5549604206E-03
-133.6250E-09,+152.6108651997E-03,-178.8062166779E-03
-132.8438E-09,+172.0681514234E-03,-180.8162669076E-03
-132.0625E-09,+176.9726739840E-03,-188.6152617990E-03
-131.2813E-09,+180.7616186670E-03,-192.7961662768E-03
-130.5000E-09,+184.7716688753E-03,-200.6755631774E-03
-129.7188E-09,+192.6510657759E-03,-202.6856134071E-03
-128.9375E-09,+208.4098595769E-03,-204.9268194132E-03
-128.1563E-09,+212.4299600364E-03,-212.7358645557E-03
-127.3750E-09,+216.9123720487E-03,-213.0574725925E-03
-126.5938E-09,+220.9525730104E-03,-215.2283268406E-03
