Freq.	V(ref)/V(tee)
6.65700000000000e+07	1.11615350718153e+00,-1.20336500449549e-01
6.67280000000000e+07	1.11478497682970e+00,-1.17828148455828e-01
6.68860000000000e+07	1.11343342102938e+00,-1.15328412873345e-01
6.70440000000000e+07	1.11209855974493e+00,-1.12837298507363e-01
6.72020000000000e+07	1.11078011776677e+00,-1.10354807585258e-01
6.73600000000000e+07	1.10947782463488e+00,-1.07880939865911e-01
6.75180000000000e+07	1.10819141456276e+00,-1.05415692745266e-01
6.76760000000000e+07	1.10692062636213e+00,-1.02959061358147e-01
6.78340000000000e+07	1.10566520336808e+00,-1.00511038676468e-01
6.79920000000000e+07	1.10442489336510e+00,-9.80716156039507e-02
6.81500000000000e+07	1.10319944851366e+00,-9.56407810674671e-02
6.83080000000000e+07	1.10198862527757e+00,-9.32185221051185e-02
6.84660000000000e+07	1.10079218435213e+00,-9.08048239511552e-02
6.86240000000000e+07	1.09960989059301e+00,-8.83996701178459e-02
6.87820000000000e+07	1.09844151294600e+00,-8.60030424743958e-02
6.89400000000000e+07	1.09728682437747e+00,-8.36149213230125e-02
6.90980000000000e+07	1.09614560180579e+00,-8.12352854722190e-02
6.92560000000000e+07	1.09501762603350e+00,-7.88641123074978e-02
6.94140000000000e+07	1.09390268168041e+00,-7.65013778593622e-02
6.95720000000000e+07	1.09280055711754e+00,-7.41470568689441e-02
6.97300000000000e+07	1.09171104440193e+00,-7.18011228511732e-02
6.98880000000000e+07	1.09063393921236e+00,-6.94635481556386e-02
7.00460000000000e+07	1.08956904078597e+00,-6.71343040252045e-02
7.02040000000000e+07	1.08851615185573e+00,-6.48133606524635e-02
7.03620000000000e+07	1.08747507858887e+00,-6.25006872340930e-02
7.05200000000000e+07	1.08644563052617e+00,-6.01962520231923e-02
7.06780000000000e+07	1.08542762052214e+00,-5.79000223796715e-02
7.08360000000000e+07	1.08442086468617e+00,-5.56119648187486e-02
7.09940000000000e+07	1.08342518232448e+00,-5.33320450576344e-02
7.11520000000000e+07	1.08244039588308e+00,-5.10602280604551e-02
7.13100000000000e+07	1.08146633089149e+00,-4.87964780814819e-02
7.14680000000000e+07	1.08050281590749e+00,-4.65407587067196e-02
7.16260000000000e+07	1.07954968246266e+00,-4.42930328939173e-02
7.17840000000000e+07	1.07860676500882e+00,-4.20532630110510e-02
7.19420000000000e+07	1.07767390086535e+00,-3.98214108733345e-02
7.21000000000000e+07	1.07675093016741e+00,-3.75974377788088e-02
7.22580000000000e+07	1.07583769581496e+00,-3.53813045425570e-02
7.24160000000000e+07	1.07493404342266e+00,-3.31729715295982e-02
7.25740000000000e+07	1.07403982127065e+00,-3.09723986865013e-02
7.27320000000000e+07	1.07315488025608e+00,-2.87795455717664e-02
7.28900000000000e+07	1.07227907384557e+00,-2.65943713850183e-02
7.30480000000000e+07	1.07141225802845e+00,-2.44168349950476e-02
7.32060000000000e+07	1.07055429127074e+00,-2.22468949667497e-02
7.33640000000000e+07	1.06970503447005e+00,-2.00845095869925e-02
7.35220000000000e+07	1.06886435091121e+00,-1.79296368894509e-02
7.36800000000000e+07	1.06803210622265e+00,-1.57822346784534e-02
7.38380000000000e+07	1.06720816833364e+00,-1.36422605518641e-02
7.39960000000000e+07	1.06639240743221e+00,-1.15096719230418e-02
7.41540000000000e+07	1.06558469592384e+00,-9.38442604190756e-03
7.43120000000000e+07	1.06478490839094e+00,-7.26648001515020e-03
7.44700000000000e+07	1.06399292155301e+00,-5.15579082560319e-03
7.46280000000000e+07	1.06320861422752e+00,-3.05231535082165e-03
7.47860000000000e+07	1.06243186729154e+00,-9.56010380886405e-04
7.49440000000000e+07	1.06166256364404e+00,1.13316736453468e-03
7.51020000000000e+07	1.06090058816887e+00,3.21526121984177e-03
7.52600000000000e+07	1.06014582769844e+00,5.29031455785256e-03
7.54180000000000e+07	1.05939817097809e+00,7.35837077481568e-03
7.55760000000000e+07	1.05865750863104e+00,9.41947327606772e-03
7.57340000000000e+07	1.05792373312408e+00,1.14736654623099e-02
7.58920000000000e+07	1.05719673873384e+00,1.35209907164807e-02
7.60500000000000e+07	1.05647642151368e+00,1.55614923912059e-02
7.62080000000000e+07	1.05576267926125e+00,1.75952137968009e-02
7.63660000000000e+07	1.05505541148661e+00,1.96221981898091e-02
7.65240000000000e+07	1.05435451938095e+00,2.16424887620550e-02
7.66820000000000e+07	1.05365990578593e+00,2.36561286301920e-02
7.68400000000000e+07	1.05297147516353e+00,2.56631608257308e-02
7.69980000000000e+07	1.05228913356654e+00,2.76636282855268e-02
7.71560000000000e+07	1.05161278860956e+00,2.96575738427105e-02
7.73140000000000e+07	1.05094234944058e+00,3.16450402180469e-02
7.74720000000000e+07	1.05027772671304e+00,3.36260700117058e-02
7.76300000000000e+07	1.04961883255847e+00,3.56007056954287e-02
7.77880000000000e+07	1.04896558055965e+00,3.75689896050777e-02
7.79460000000000e+07	1.04831788572422e+00,3.95309639335516e-02
7.81040000000000e+07	1.04767566445889e+00,4.14866707240564e-02
7.82620000000000e+07	1.04703883454400e+00,4.34361518637156e-02
7.84200000000000e+07	1.04640731510871e+00,4.53794490775116e-02
7.85780000000000e+07	1.04578102660656e+00,4.73166039225395e-02
7.87360000000000e+07	1.04515989079155e+00,4.92476577825669e-02
7.88940000000000e+07	1.04454383069461e+00,5.11726518628852e-02
7.90520000000000e+07	1.04393277060062e+00,5.30916271854446e-02
7.92100000000000e+07	1.04332663602577e+00,5.50046245842563e-02
7.93680000000000e+07	1.04272535369540e+00,5.69116847010594e-02
7.95260000000000e+07	1.04212885152225e+00,5.88128479812375e-02
7.96840000000000e+07	1.04153705858513e+00,6.07081546699729e-02
7.98420000000000e+07	1.04094990510799e+00,6.25976448086384e-02
8.00000000000000e+07	1.04036732243938e+00,6.44813582314093e-02
