time	V(n001)	V(n002)
4.813540462883030e-08	5.104534e-01	5.453976e-01
4.818897605740180e-08	5.105664e-01	5.454006e-01
4.824254748597328e-08	5.106793e-01	5.454034e-01
4.829611891454477e-08	5.107923e-01	5.454061e-01
4.834969034311626e-08	5.109053e-01	5.454087e-01
4.840326177168775e-08	5.110182e-01	5.454111e-01
4.845683320025924e-08	5.111312e-01	5.454133e-01
4.852897605740218e-08	5.112834e-01	5.454161e-01
4.860111891454512e-08	5.114357e-01	5.454188e-01
4.867326177168806e-08	5.115879e-01	5.454213e-01
4.874540462883099e-08	5.117402e-01	5.454236e-01
4.881754748597394e-08	5.118924e-01	5.454258e-01
4.888969034311687e-08	5.120447e-01	5.454278e-01
4.896183320025981e-08	5.121970e-01	5.454296e-01
4.910583320025998e-08	5.125011e-01	5.454330e-01
4.924540462883156e-08	5.127958e-01	5.454357e-01
4.938497605740315e-08	5.130905e-01	5.454381e-01
4.952454748597474e-08	5.133853e-01	5.454403e-01
4.966411891454632e-08	5.136802e-01	5.454423e-01
4.980369034311791e-08	5.139751e-01	5.454439e-01
4.994326177168950e-08	5.142700e-01	5.454453e-01
5.008283320026108e-08	5.145649e-01	5.454465e-01
5.012983320026114e-08	5.146642e-01	5.454468e-01
5.027597605740416e-08	5.149731e-01	5.454478e-01
5.042211891454718e-08	5.152819e-01	5.454487e-01
5.056826177169021e-08	5.155908e-01	5.454495e-01
5.071440462883323e-08	5.158997e-01	5.454503e-01
5.086054748597625e-08	5.162085e-01	5.454509e-01
5.100669034311927e-08	5.165174e-01	5.454514e-01
5.115283320026230e-08	5.168263e-01	5.454518e-01
5.115383320026230e-08	5.168284e-01	5.454518e-01
5.129997605740532e-08	5.171374e-01	5.454521e-01
5.144611891454834e-08	5.174463e-01	5.454525e-01
5.159226177169137e-08	5.177552e-01	5.454528e-01
5.173840462883439e-08	5.180642e-01	5.454530e-01
5.188454748597741e-08	5.183731e-01	5.454532e-01
5.203069034312043e-08	5.186821e-01	5.454534e-01
5.217683320026346e-08	5.189910e-01	5.454535e-01
5.217783320026346e-08	5.189931e-01	5.454535e-01
5.320183320026462e-08	5.211579e-01	5.454542e-01
5.422583320026578e-08	5.233228e-01	5.454544e-01
5.524983320026694e-08	5.254877e-01	5.454545e-01
5.627383320026810e-08	5.276526e-01	5.454545e-01
5.686483320026877e-08	5.289020e-01	5.454546e-01
5.686783320026878e-08	5.289084e-01	5.454546e-01
5.687083320026878e-08	5.289147e-01	5.454546e-01
5.687383320026878e-08	5.289211e-01	5.454546e-01
5.687683320026879e-08	5.289274e-01	5.454546e-01
5.687983320026879e-08	5.289337e-01	5.454546e-01
5.688283320026879e-08	5.289401e-01	5.454547e-01
5.688697605741166e-08	5.289488e-01	5.454548e-01
5.689111891455452e-08	5.289576e-01	5.454549e-01
5.689526177169738e-08	5.289663e-01	5.454551e-01
5.689940462884024e-08	5.289751e-01	5.454553e-01
5.690354748598310e-08	5.289838e-01	5.454556e-01
5.690769034312596e-08	5.289926e-01	5.454560e-01
5.691183320026883e-08	5.290014e-01	5.454564e-01
5.691783320026883e-08	5.290140e-01	5.454571e-01
5.692383320026884e-08	5.290267e-01	5.454580e-01
5.692983320026885e-08	5.290394e-01	5.454591e-01
5.693583320026885e-08	5.290521e-01	5.454604e-01
5.694183320026886e-08	5.290648e-01	5.454619e-01
5.694783320026887e-08	5.290775e-01	5.454636e-01
5.695383320026887e-08	5.290902e-01	5.454655e-01
5.696326177169746e-08	5.291101e-01	5.454688e-01
5.697269034312604e-08	5.291301e-01	5.454728e-01
5.698211891455462e-08	5.291500e-01	5.454774e-01
5.699154748598320e-08	5.291699e-01	5.454825e-01
5.700097605741179e-08	5.291899e-01	5.454883e-01
5.701040462884037e-08	5.292098e-01	5.454946e-01
5.701983320026895e-08	5.292297e-01	5.455016e-01
5.703640462884040e-08	5.292647e-01	5.455155e-01
5.705297605741185e-08	5.292998e-01	5.455311e-01
5.706954748598329e-08	5.293348e-01	5.455485e-01
5.708611891455474e-08	5.293698e-01	5.455675e-01
5.710269034312618e-08	5.294049e-01	5.455883e-01
5.711926177169764e-08	5.294399e-01	5.456109e-01
5.713583320026908e-08	5.294750e-01	5.456351e-01
5.715883320026911e-08	5.295236e-01	5.456715e-01
5.718183320026913e-08	5.295722e-01	5.457095e-01
5.720483320026916e-08	5.296208e-01	5.457492e-01
5.722783320026919e-08	5.296695e-01	5.457905e-01
5.725083320026921e-08	5.297181e-01	5.458334e-01
5.727383320026924e-08	5.297667e-01	5.458780e-01
5.729683320026926e-08	5.298153e-01	5.459242e-01
5.729783320026926e-08	5.298175e-01	5.459263e-01
5.732854748598359e-08	5.298824e-01	5.459891e-01
5.735926177169791e-08	5.299473e-01	5.460510e-01
5.738997605741223e-08	5.300123e-01	5.461120e-01
5.742069034312654e-08	5.300772e-01	5.461721e-01
5.745140462884087e-08	5.301421e-01	5.462313e-01
5.748211891455519e-08	5.302071e-01	5.462896e-01
5.751283320026951e-08	5.302720e-01	5.463470e-01
5.754369034312668e-08	5.303372e-01	5.464015e-01
5.757454748598387e-08	5.304024e-01	5.464530e-01
5.760540462884104e-08	5.304677e-01	5.465014e-01
5.763626177169822e-08	5.305329e-01	5.465468e-01
5.766711891455540e-08	5.305981e-01	5.465890e-01
5.769797605741258e-08	5.306634e-01	5.466283e-01
5.772883320026975e-08	5.307286e-01	5.466644e-01
5.775911891455550e-08	5.307927e-01	5.466961e-01
5.778940462884125e-08	5.308567e-01	5.467246e-01
5.781969034312700e-08	5.309207e-01	5.467498e-01
5.784997605741275e-08	5.309848e-01	5.467717e-01
5.788026177169850e-08	5.310488e-01	5.467904e-01
5.791054748598425e-08	5.311128e-01	5.468057e-01
5.794083320026999e-08	5.311769e-01	5.468178e-01
5.796011891455573e-08	5.312176e-01	5.468239e-01
5.797940462884146e-08	5.312584e-01	5.468288e-01
5.799869034312720e-08	5.312992e-01	5.468326e-01
5.801797605741294e-08	5.313399e-01	5.468351e-01
5.803726177169868e-08	5.313807e-01	5.468365e-01
5.805654748598441e-08	5.314215e-01	5.468367e-01
5.807583320027015e-08	5.314623e-01	5.468357e-01
5.811083320027019e-08	5.315362e-01	5.468309e-01
5.814583320027023e-08	5.316102e-01	5.468230e-01
5.818083320027027e-08	5.316842e-01	5.468121e-01
5.821583320027031e-08	5.317582e-01	5.467982e-01
5.825083320027035e-08	5.318322e-01	5.467813e-01
5.828583320027039e-08	5.319062e-01	5.467614e-01
5.832083320027042e-08	5.319802e-01	5.467384e-01
5.832183320027043e-08	5.319824e-01	5.467378e-01
5.838440462884192e-08	5.321147e-01	5.466894e-01
5.844697605741343e-08	5.322469e-01	5.466362e-01
5.850954748598493e-08	5.323792e-01	5.465780e-01
5.857211891455642e-08	5.325115e-01	5.465150e-01
5.863469034312792e-08	5.326438e-01	5.464470e-01
5.869726177169943e-08	5.327761e-01	5.463742e-01
5.875983320027092e-08	5.329084e-01	5.462965e-01
5.883597605741387e-08	5.330693e-01	5.461990e-01
5.891211891455681e-08	5.332303e-01	5.461007e-01
5.898826177169976e-08	5.333913e-01	5.460015e-01
5.906440462884269e-08	5.335523e-01	5.459015e-01
5.914054748598564e-08	5.337132e-01	5.458007e-01
5.921669034312858e-08	5.338742e-01	5.456990e-01
5.929283320027153e-08	5.340352e-01	5.455965e-01
5.934583320027159e-08	5.341473e-01	5.455269e-01
5.944626177170027e-08	5.343596e-01	5.453959e-01
5.954669034312895e-08	5.345719e-01	5.452692e-01
5.964711891455764e-08	5.347843e-01	5.451468e-01
5.974754748598633e-08	5.349966e-01	5.450285e-01
5.984797605741500e-08	5.352089e-01	5.449144e-01
5.994840462884369e-08	5.354212e-01	5.448046e-01
6.004883320027238e-08	5.356335e-01	5.446990e-01
6.007283320027240e-08	5.356842e-01	5.446747e-01
6.007383320027241e-08	5.356864e-01	5.446738e-01
6.007483320027241e-08	5.356885e-01	5.446728e-01
6.007583320027241e-08	5.356906e-01	5.446715e-01
6.007683320027241e-08	5.356927e-01	5.446706e-01
6.007783320027241e-08	5.356948e-01	5.446697e-01
6.007983320027241e-08	5.356991e-01	5.446677e-01
6.010640462884387e-08	5.357548e-01	5.446412e-01
6.013297605741533e-08	5.358115e-01	5.446150e-01
6.015954748598678e-08	5.358694e-01	5.445891e-01
6.018611891455825e-08	5.359283e-01	5.445636e-01
6.021269034312971e-08	5.359883e-01	5.445385e-01
6.023926177170117e-08	5.360494e-01	5.445137e-01
6.026583320027262e-08	5.361115e-01	5.444893e-01
6.036983320027274e-08	5.363723e-01	5.443969e-01
6.048583320027287e-08	5.367086e-01	5.443005e-01
6.060183320027300e-08	5.370578e-01	5.442098e-01
6.071783320027314e-08	5.374201e-01	5.441248e-01
6.083383320027327e-08	5.377953e-01	5.440455e-01
6.094983320027340e-08	5.381835e-01	5.439718e-01
6.106583320027353e-08	5.385846e-01	5.439038e-01
6.118183320027366e-08	5.389988e-01	5.438414e-01
6.121197605741655e-08	5.391019e-01	5.438259e-01
6.124211891455945e-08	5.392044e-01	5.438106e-01
6.127226177170234e-08	5.393063e-01	5.437956e-01
6.130240462884523e-08	5.394077e-01	5.437810e-01
6.133254748598811e-08	5.395084e-01	5.437666e-01
6.136269034313101e-08	5.396085e-01	5.437525e-01
6.139283320027390e-08	5.397081e-01	5.437388e-01
6.139383320027390e-08	5.397114e-01	5.437384e-01
6.149911891455974e-08	5.400541e-01	5.436930e-01
6.160440462884557e-08	5.403839e-01	5.436504e-01
6.170969034313141e-08	5.407008e-01	5.436106e-01
6.181497605741723e-08	5.410046e-01	5.435736e-01
6.192026177170307e-08	5.412955e-01	5.435394e-01
6.202554748598890e-08	5.415735e-01	5.435080e-01
6.213083320027474e-08	5.418384e-01	5.434794e-01
6.217169034313193e-08	5.419369e-01	5.434688e-01
6.221254748598911e-08	5.420334e-01	5.434585e-01
6.225340462884630e-08	5.421278e-01	5.434484e-01
6.229426177170350e-08	5.422201e-01	5.434387e-01
6.233511891456069e-08	5.423104e-01	5.434292e-01
6.237597605741787e-08	5.423986e-01	5.434201e-01
6.241683320027506e-08	5.424848e-01	5.434113e-01
6.241783320027506e-08	5.424868e-01	5.434111e-01
6.255926177170380e-08	5.427665e-01	5.433831e-01
6.270069034313253e-08	5.430263e-01	5.433575e-01
6.284211891456126e-08	5.432662e-01	5.433342e-01
6.298354748598999e-08	5.434861e-01	5.433132e-01
6.312497605741872e-08	5.436862e-01	5.432945e-01
6.326640462884745e-08	5.438663e-01	5.432782e-01
6.340783320027619e-08	5.440265e-01	5.432642e-01
6.344183320027623e-08	5.440634e-01	5.432609e-01
6.358654748599067e-08	5.442083e-01	5.432483e-01
6.373126177170513e-08	5.443415e-01	5.432367e-01
6.387597605741957e-08	5.444630e-01	5.432263e-01
6.402069034313403e-08	5.445728e-01	5.432170e-01
6.416540462884847e-08	5.446711e-01	5.432088e-01
6.431011891456293e-08	5.447576e-01	5.432017e-01
6.445483320027737e-08	5.448325e-01	5.431957e-01
6.446583320027739e-08	5.448381e-01	5.431952e-01
6.459254748599181e-08	5.448976e-01	5.431904e-01
6.471926177170625e-08	5.449526e-01	5.431860e-01
6.484597605742067e-08	5.450030e-01	5.431820e-01
6.497269034313511e-08	5.450488e-01	5.431784e-01
6.509940462884953e-08	5.450901e-01	5.431752e-01
6.522611891456397e-08	5.451268e-01	5.431724e-01
6.535283320027839e-08	5.451589e-01	5.431699e-01
6.548983320027855e-08	5.451912e-01	5.431674e-01
6.560854748599296e-08	5.452159e-01	5.431655e-01
6.572726177170739e-08	5.452387e-01	5.431638e-01
6.584597605742180e-08	5.452597e-01	5.431622e-01
6.596469034313623e-08	5.452788e-01	5.431608e-01
6.608340462885065e-08	5.452961e-01	5.431595e-01
6.620211891456507e-08	5.453115e-01	5.431584e-01
6.632083320027949e-08	5.453250e-01	5.431574e-01
6.634826177170809e-08	5.453280e-01	5.431572e-01
6.637569034313670e-08	5.453310e-01	5.431569e-01
6.640311891456530e-08	5.453339e-01	5.431567e-01
6.643054748599389e-08	5.453367e-01	5.431565e-01
6.645797605742250e-08	5.453395e-01	5.431563e-01
6.648540462885110e-08	5.453421e-01	5.431561e-01
6.651283320027971e-08	5.453448e-01	5.431560e-01
6.651383320027971e-08	5.453449e-01	5.431560e-01
6.663040462885127e-08	5.453552e-01	5.431552e-01
6.674697605742283e-08	5.453648e-01	5.431545e-01
6.686354748599439e-08	5.453735e-01	5.431539e-01
6.698011891456596e-08	5.453815e-01	5.431533e-01
6.709669034313752e-08	5.453887e-01	5.431528e-01
6.721326177170907e-08	5.453951e-01	5.431523e-01
6.732983320028063e-08	5.454007e-01	5.431519e-01
6.735940462885209e-08	5.454021e-01	5.431518e-01
6.738897605742355e-08	5.454035e-01	5.431517e-01
6.741854748599501e-08	5.454048e-01	5.431516e-01
6.744811891456649e-08	5.454061e-01	5.431515e-01
6.747769034313795e-08	5.454073e-01	5.431514e-01
6.750726177170941e-08	5.454085e-01	5.431513e-01
6.753683320028087e-08	5.454097e-01	5.431513e-01
6.753783320028087e-08	5.454097e-01	5.431513e-01
6.765840462885243e-08	5.454142e-01	5.431510e-01
6.777897605742400e-08	5.454182e-01	5.431507e-01
6.789954748599556e-08	5.454220e-01	5.431504e-01
6.802011891456714e-08	5.454253e-01	5.431502e-01
6.814069034313870e-08	5.454284e-01	5.431500e-01
6.826126177171026e-08	5.454310e-01	5.431498e-01
6.838183320028183e-08	5.454333e-01	5.431497e-01
6.856183320028203e-08	5.454365e-01	5.431494e-01
6.869583320028218e-08	5.454385e-01	5.431493e-01
6.882983320028233e-08	5.454403e-01	5.431492e-01
6.896383320028249e-08	5.454419e-01	5.431490e-01
6.909783320028264e-08	5.454434e-01	5.431489e-01
6.923183320028279e-08	5.454447e-01	5.431489e-01
6.936583320028294e-08	5.454459e-01	5.431488e-01
6.949983320028309e-08	5.454468e-01	5.431487e-01
6.958583320028319e-08	5.454473e-01	5.431486e-01
6.973197605742621e-08	5.454482e-01	5.431486e-01
6.987811891456924e-08	5.454490e-01	5.431485e-01
7.002426177171226e-08	5.454497e-01	5.431485e-01
7.017040462885528e-08	5.454503e-01	5.431484e-01
7.031654748599830e-08	5.454509e-01	5.431484e-01
7.046269034314133e-08	5.454513e-01	5.431484e-01
7.060883320028435e-08	5.454517e-01	5.431484e-01
7.060983320028435e-08	5.454517e-01	5.431484e-01
7.075597605742737e-08	5.454520e-01	5.431484e-01
7.090211891457040e-08	5.454524e-01	5.431483e-01
7.104826177171342e-08	5.454526e-01	5.431483e-01
7.119440462885644e-08	5.454529e-01	5.431483e-01
7.134054748599946e-08	5.454531e-01	5.431483e-01
7.148669034314249e-08	5.454533e-01	5.431483e-01
7.163283320028551e-08	5.454534e-01	5.431483e-01
7.163383320028551e-08	5.454534e-01	5.431483e-01
7.177997605742853e-08	5.454536e-01	5.431483e-01
7.192611891457157e-08	5.454537e-01	5.431482e-01
7.207226177171458e-08	5.454538e-01	5.431482e-01
7.221840462885760e-08	5.454539e-01	5.431482e-01
7.236454748600062e-08	5.454540e-01	5.431482e-01
7.251069034314366e-08	5.454541e-01	5.431482e-01
7.265683320028667e-08	5.454541e-01	5.431482e-01
7.265783320028668e-08	5.454541e-01	5.431482e-01
7.280397605742969e-08	5.454542e-01	5.431482e-01
7.295011891457273e-08	5.454542e-01	5.431482e-01
7.309626177171575e-08	5.454542e-01	5.431482e-01
7.324240462885876e-08	5.454543e-01	5.431482e-01
7.338854748600178e-08	5.454543e-01	5.431482e-01
7.353469034314482e-08	5.454543e-01	5.431482e-01
7.368083320028784e-08	5.454544e-01	5.431482e-01
7.368183320028784e-08	5.454544e-01	5.431482e-01
7.470583320028900e-08	5.454545e-01	5.431482e-01
7.515283320028950e-08	5.454545e-01	5.431482e-01
7.515583320028951e-08	5.454545e-01	5.431482e-01
7.515883320028951e-08	5.454545e-01	5.431482e-01
7.516183320028951e-08	5.454545e-01	5.431482e-01
7.516483320028952e-08	5.454545e-01	5.431482e-01
7.516783320028952e-08	5.454545e-01	5.431482e-01
7.517083320028952e-08	5.454545e-01	5.431482e-01
7.517469034314668e-08	5.454545e-01	5.431482e-01
7.517854748600381e-08	5.454544e-01	5.431482e-01
7.518240462886096e-08	5.454544e-01	5.431482e-01
7.518626177171812e-08	5.454544e-01	5.431482e-01
7.519011891457527e-08	5.454543e-01	5.431481e-01
7.519397605743240e-08	5.454543e-01	5.431481e-01
7.519783320028956e-08	5.454542e-01	5.431481e-01
7.520354748600384e-08	5.454541e-01	5.431481e-01
7.520926177171814e-08	5.454539e-01	5.431480e-01
7.521497605743243e-08	5.454537e-01	5.431479e-01
7.522069034314673e-08	5.454535e-01	5.431478e-01
7.522640462886101e-08	5.454532e-01	5.431477e-01
7.523211891457531e-08	5.454530e-01	5.431475e-01
7.523783320028960e-08	5.454527e-01	5.431473e-01
7.524669034314676e-08	5.454521e-01	5.431469e-01
7.525554748600390e-08	5.454514e-01	5.431463e-01
7.526440462886106e-08	5.454507e-01	5.431456e-01
7.527326177171821e-08	5.454498e-01	5.431447e-01
7.528211891457537e-08	5.454489e-01	5.431436e-01
7.529097605743251e-08	5.454479e-01	5.431424e-01
7.529983320028967e-08	5.454468e-01	5.431409e-01
7.531554748600397e-08	5.454445e-01	5.431380e-01
7.533126177171828e-08	5.454420e-01	5.431338e-01
7.534697605743258e-08	5.454392e-01	5.431283e-01
7.536269034314689e-08	5.454362e-01	5.431216e-01
7.537840462886119e-08	5.454330e-01	5.431136e-01
7.539411891457550e-08	5.454295e-01	5.431044e-01
7.540983320028980e-08	5.454257e-01	5.430939e-01
7.543240462886125e-08	5.454199e-01	5.430761e-01
7.545497605743270e-08	5.454140e-01	5.430537e-01
7.547754748600415e-08	5.454079e-01	5.430267e-01
7.550011891457562e-08	5.454017e-01	5.429950e-01
7.552269034314707e-08	5.453953e-01	5.429587e-01
7.554526177171852e-08	5.453889e-01	5.429177e-01
7.556783320028997e-08	5.453823e-01	5.428721e-01
7.559083320029000e-08	5.453756e-01	5.428196e-01
7.561383320029003e-08	5.453693e-01	5.427606e-01
7.563683320029005e-08	5.453631e-01	5.426953e-01
7.565983320029008e-08	5.453572e-01	5.426235e-01
7.568283320029011e-08	5.453516e-01	5.425453e-01
7.570583320029013e-08	5.453462e-01	5.424606e-01
7.572883320029016e-08	5.453411e-01	5.423695e-01
7.572983320029016e-08	5.453408e-01	5.423654e-01
7.575097605743304e-08	5.453365e-01	5.422751e-01
7.577211891457593e-08	5.453325e-01	5.421789e-01
7.579326177171880e-08	5.453289e-01	5.420767e-01
7.581440462886168e-08	5.453257e-01	5.419686e-01
7.583554748600456e-08	5.453228e-01	5.418546e-01
7.585669034314745e-08	5.453202e-01	5.417346e-01
7.587783320029033e-08	5.453180e-01	5.416086e-01
7.589297605743320e-08	5.453167e-01	5.415147e-01
7.590811891457608e-08	5.453156e-01	5.414177e-01
7.592326177171895e-08	5.453146e-01	5.413177e-01
7.593840462886182e-08	5.453139e-01	5.412146e-01
7.595354748600469e-08	5.453134e-01	5.411085e-01
7.596869034314758e-08	5.453130e-01	5.409994e-01
7.598383320029045e-08	5.453128e-01	5.408872e-01
7.599897605743332e-08	5.453128e-01	5.407720e-01
7.601411891457620e-08	5.453130e-01	5.406538e-01
7.602926177171907e-08	5.453134e-01	5.405327e-01
7.604440462886194e-08	5.453140e-01	5.404086e-01
7.605954748600481e-08	5.453147e-01	5.402816e-01
7.607469034314770e-08	5.453156e-01	5.401517e-01
7.608983320029057e-08	5.453167e-01	5.400188e-01
7.616054748600493e-08	5.453250e-01	5.393537e-01
7.623126177171930e-08	5.453353e-01	5.386354e-01
7.630197605743366e-08	5.453475e-01	5.378637e-01
7.637269034314803e-08	5.453617e-01	5.370387e-01
7.644340462886239e-08	5.453779e-01	5.361605e-01
7.651411891457677e-08	5.453961e-01	5.352290e-01
7.658483320029113e-08	5.454163e-01	5.342442e-01
7.660883320029116e-08	5.454229e-01	5.339021e-01
7.663283320029118e-08	5.454295e-01	5.335554e-01
7.665683320029121e-08	5.454361e-01	5.332040e-01
7.668083320029124e-08	5.454427e-01	5.328480e-01
7.670483320029126e-08	5.454494e-01	5.324874e-01
7.672883320029129e-08	5.454560e-01	5.321221e-01
7.675283320029132e-08	5.454626e-01	5.317522e-01
7.675383320029132e-08	5.454629e-01	5.317367e-01
7.680840462886281e-08	5.454780e-01	5.308775e-01
7.686297605743430e-08	5.454926e-01	5.299998e-01
7.691754748600579e-08	5.455068e-01	5.291035e-01
7.697211891457729e-08	5.455204e-01	5.281887e-01
7.702669034314878e-08	5.455335e-01	5.272554e-01
7.708126177172026e-08	5.455462e-01	5.263035e-01
7.713583320029175e-08	5.455583e-01	5.253331e-01
7.719369034314897e-08	5.455703e-01	5.242880e-01
7.725154748600616e-08	5.455814e-01	5.232287e-01
7.730940462886338e-08	5.455917e-01	5.221551e-01
7.736726177172059e-08	5.456012e-01	5.210674e-01
7.742511891457780e-08	5.456097e-01	5.199655e-01
7.748297605743500e-08	5.456175e-01	5.188494e-01
7.754083320029221e-08	5.456244e-01	5.177191e-01
7.757454748600653e-08	5.456280e-01	5.170560e-01
7.760826177172086e-08	5.456313e-01	5.163894e-01
7.764197605743518e-08	5.456344e-01	5.157192e-01
7.767569034314951e-08	5.456372e-01	5.150456e-01
7.770940462886383e-08	5.456397e-01	5.143684e-01
7.774311891457816e-08	5.456419e-01	5.136878e-01
7.777683320029248e-08	5.456439e-01	5.130036e-01
7.777783320029248e-08	5.456439e-01	5.129833e-01
7.782497605743539e-08	5.456462e-01	5.120212e-01
7.787211891457831e-08	5.456480e-01	5.110539e-01
7.791926177172121e-08	5.456494e-01	5.100814e-01
7.796640462886412e-08	5.456503e-01	5.091038e-01
7.801354748600703e-08	5.456508e-01	5.081210e-01
7.806069034314995e-08	5.456508e-01	5.071330e-01
7.810783320029286e-08	5.456504e-01	5.061399e-01
7.814397605743575e-08	5.456498e-01	5.053758e-01
7.818011891457866e-08	5.456490e-01	5.046095e-01
7.821626177172155e-08	5.456480e-01	5.038409e-01
7.825240462886445e-08	5.456468e-01	5.030700e-01
7.828854748600734e-08	5.456455e-01	5.022968e-01
7.832469034315025e-08	5.456439e-01	5.015214e-01
7.836083320029314e-08	5.456421e-01	5.007437e-01
7.836183320029314e-08	5.456421e-01	5.007222e-01
7.836283320029314e-08	5.456420e-01	5.007007e-01
7.836383320029315e-08	5.456420e-01	5.006791e-01
7.836483320029315e-08	5.456419e-01	5.006576e-01
7.836583320029315e-08	5.456418e-01	5.006360e-01
7.836683320029315e-08	5.456418e-01	5.006145e-01
7.839911891457891e-08	5.456400e-01	4.999194e-01
7.843140462886465e-08	5.456382e-01	4.992167e-01
7.846369034315041e-08	5.456362e-01	4.985062e-01
7.849597605743615e-08	5.456341e-01	4.977880e-01
7.852826177172191e-08	5.456319e-01	4.970621e-01
7.856054748600765e-08	5.456296e-01	4.963286e-01
7.859283320029341e-08	5.456271e-01	4.955873e-01
7.862254748600772e-08	5.456248e-01	4.948959e-01
7.865226177172205e-08	5.456223e-01	4.942004e-01
7.868197605743636e-08	5.456199e-01	4.935007e-01
7.871169034315069e-08	5.456173e-01	4.927969e-01
7.874140462886500e-08	5.456147e-01	4.920890e-01
7.877111891457933e-08	5.456120e-01	4.913770e-01
7.880083320029364e-08	5.456092e-01	4.906608e-01
7.880183320029364e-08	5.456092e-01	4.906368e-01
7.887769034315087e-08	5.456018e-01	4.887948e-01
7.895354748600809e-08	5.455942e-01	4.869636e-01
7.902940462886533e-08	5.455864e-01	4.851432e-01
7.910526177172256e-08	5.455784e-01	4.833334e-01
7.918111891457979e-08	5.455702e-01	4.815344e-01
7.925697605743701e-08	5.455618e-01	4.797462e-01
7.933283320029424e-08	5.455532e-01	4.779686e-01
7.940311891458004e-08	5.455452e-01	4.763468e-01
7.947340462886583e-08	5.455373e-01	4.747371e-01
7.954369034315163e-08	5.455293e-01	4.731395e-01
7.961397605743742e-08	5.455214e-01	4.715539e-01
7.968426177172322e-08	5.455136e-01	4.699804e-01
7.975454748600900e-08	5.455057e-01	4.684189e-01
7.982483320029480e-08	5.454980e-01	4.668696e-01
7.982583320029480e-08	5.454978e-01	4.668475e-01
7.995769034315210e-08	5.454834e-01	4.639695e-01
8.008954748600938e-08	5.454695e-01	4.610986e-01
8.022140462886668e-08	5.454562e-01	4.582350e-01
8.035326177172397e-08	5.454433e-01	4.553786e-01
8.048511891458127e-08	5.454309e-01	4.525294e-01
8.061697605743855e-08	5.454191e-01	4.496873e-01
8.074883320029585e-08	5.454078e-01	4.468525e-01
8.084983320029596e-08	5.453995e-01	4.446696e-01
8.099597605743898e-08	5.453883e-01	4.415055e-01
8.114211891458202e-08	5.453778e-01	4.383301e-01
8.128826177172503e-08	5.453679e-01	4.351434e-01
8.143440462886805e-08	5.453587e-01	4.319454e-01
8.158054748601107e-08	5.453502e-01	4.287362e-01
8.172669034315411e-08	5.453424e-01	4.255157e-01
8.187283320029712e-08	5.453352e-01	4.222840e-01
8.187383320029713e-08	5.453351e-01	4.222618e-01
8.201997605744014e-08	5.453285e-01	4.190168e-01
8.216611891458318e-08	5.453224e-01	4.157625e-01
8.231226177172620e-08	5.453167e-01	4.124991e-01
8.245840462886922e-08	5.453115e-01	4.092264e-01
8.260454748601223e-08	5.453068e-01	4.059446e-01
8.275069034315527e-08	5.453024e-01	4.026535e-01
8.289683320029829e-08	5.452986e-01	3.993533e-01
8.289783320029829e-08	5.452986e-01	3.993307e-01
8.304397605744131e-08	5.452951e-01	3.960236e-01
8.319011891458434e-08	5.452919e-01	3.927114e-01
8.333626177172736e-08	5.452889e-01	3.893941e-01
8.348240462887038e-08	5.452862e-01	3.860716e-01
8.362854748601340e-08	5.452837e-01	3.827439e-01
8.377469034315643e-08	5.452815e-01	3.794111e-01
8.392083320029945e-08	5.452796e-01	3.760732e-01
8.392183320029945e-08	5.452796e-01	3.760503e-01
8.406797605744247e-08	5.452778e-01	3.727092e-01
8.421411891458550e-08	5.452762e-01	3.693656e-01
8.436026177172852e-08	5.452748e-01	3.660194e-01
8.450640462887154e-08	5.452734e-01	3.626707e-01
8.465254748601456e-08	5.452722e-01	3.593196e-01
8.479869034315759e-08	5.452712e-01	3.559658e-01
8.494483320030061e-08	5.452703e-01	3.526096e-01
8.494583320030061e-08	5.452703e-01	3.525867e-01
8.509197605744363e-08	5.452694e-01	3.492290e-01
8.523811891458666e-08	5.452687e-01	3.458703e-01
8.538426177172968e-08	5.452680e-01	3.425104e-01
8.553040462887270e-08	5.452673e-01	3.391493e-01
8.567654748601572e-08	5.452668e-01	3.357871e-01
8.582269034315875e-08	5.452663e-01	3.324238e-01
8.596883320030177e-08	5.452659e-01	3.290593e-01
8.596983320030177e-08	5.452659e-01	3.290363e-01
8.611597605744479e-08	5.452655e-01	3.256712e-01
8.626211891458782e-08	5.452652e-01	3.223056e-01
8.640826177173084e-08	5.452649e-01	3.189396e-01
8.655440462887386e-08	5.452646e-01	3.155730e-01
8.670054748601688e-08	5.452643e-01	3.122060e-01
8.684669034315991e-08	5.452641e-01	3.088384e-01
8.699283320030293e-08	5.452639e-01	3.054704e-01
8.699383320030293e-08	5.452639e-01	3.054473e-01
8.713997605744595e-08	5.452637e-01	3.020790e-01
8.728611891458898e-08	5.452636e-01	2.987105e-01
8.743226177173200e-08	5.452634e-01	2.953418e-01
8.757840462887502e-08	5.452633e-01	2.919729e-01
8.772454748601804e-08	5.452632e-01	2.886037e-01
8.787069034316107e-08	5.452631e-01	2.852344e-01
8.801683320030409e-08	5.452630e-01	2.818649e-01
8.801783320030409e-08	5.452630e-01	2.818418e-01
8.816397605744711e-08	5.452629e-01	2.784722e-01
8.831011891459014e-08	5.452629e-01	2.751024e-01
8.845626177173316e-08	5.452628e-01	2.717326e-01
8.860240462887618e-08	5.452628e-01	2.683627e-01
