Record Length,Analog:350
Sample Interval,CH:0.0000000020000
Vertical Units,CH1:V CH2:V CH3:V,,,
Vertical Scale,CH1:+1.000000E+00 CH2:+1.000000E+00 CH3:+1.000000E+00,,,
Vertical Offset,CH1:-2.000000E+00 CH2:-2.000000E+00 CH3:-2.000000E+00,,,
Horizontal Units,us,,,
Horizontal Scale,0.0500000000,,,
Model Number,SDS1104X-E,,,
Serial Number,SDSMMFCQ5R6893,,,
Software Version,8.1.6.1.35R2,,,
Source,CH1,CH2,CH3
Second,Volt,Volt,Volt
+1.900000E-07,+2.960000E+00,+2.960000E+00,+1.600001E-01
+1.920000E-07,+2.960000E+00,+3.000000E+00,+1.200000E-01
+1.940000E-07,+2.920000E+00,+3.000000E+00,+1.600001E-01
+1.960000E-07,+2.920000E+00,+3.000000E+00,+1.200000E-01
+1.980000E-07,+2.880000E+00,+3.000000E+00,+4.000008E-02
+2.000000E-07,+2.880000E+00,+3.040000E+00,+0.000000E+00
+2.020000E-07,+2.880000E+00,+3.080000E+00,-3.999996E-02
+2.040000E-07,+2.880000E+00,+3.080000E+00,-3.999996E-02
+2.060000E-07,+2.880000E+00,+3.000000E+00,-7.999992E-02
+2.080000E-07,+2.880000E+00,+2.920000E+00,-1.599998E-01
+2.100000E-07,+2.880000E+00,+2.920000E+00,-1.599998E-01
+2.120000E-07,+2.920000E+00,+3.000000E+00,-1.599998E-01
+2.140000E-07,+2.920000E+00,+3.000000E+00,-1.199999E-01
+2.160000E-07,+2.880000E+00,+2.800000E+00,-1.199999E-01
+2.180000E-07,+2.840000E+00,+2.520000E+00,-1.199999E-01
+2.200000E-07,+2.840000E+00,+2.200000E+00,-7.999992E-02
+2.220000E-07,+2.880000E+00,+1.920000E+00,-3.999996E-02
+2.240000E-07,+2.920000E+00,+1.680000E+00,-3.999996E-02
+2.260000E-07,+2.960000E+00,+1.440000E+00,+0.000000E+00
+2.280000E-07,+3.000000E+00,+1.240000E+00,+4.000008E-02
+2.300000E-07,+3.040000E+00,+1.120000E+00,+8.000004E-02
+2.320000E-07,+3.080000E+00,+1.080000E+00,+8.000004E-02
+2.340000E-07,+3.080000E+00,+1.120000E+00,+8.000004E-02
+2.360000E-07,+3.120000E+00,+1.160000E+00,+8.000004E-02
+2.380000E-07,+3.120000E+00,+1.200000E+00,+8.000004E-02
+2.400000E-07,+3.120000E+00,+1.160000E+00,+4.000008E-02
+2.420000E-07,+3.080000E+00,+1.080000E+00,+4.000008E-02
+2.440000E-07,+3.080000E+00,+1.040000E+00,+4.000008E-02
+2.460000E-07,+3.080000E+00,+9.600000E-01,+0.000000E+00
+2.480000E-07,+3.080000E+00,+8.400000E-01,+0.000000E+00
+2.500000E-07,+3.080000E+00,+8.000001E-01,+0.000000E+00
+2.520000E-07,+3.120000E+00,+7.200000E-01,-3.999996E-02
+2.540000E-07,+3.120000E+00,+6.800001E-01,-3.999996E-02
+2.560000E-07,+3.160000E+00,+6.400000E-01,-3.999996E-02
+2.580000E-07,+3.160000E+00,+6.000000E-01,-3.999996E-02
+2.600000E-07,+3.160000E+00,+5.600001E-01,-3.999996E-02
+2.620000E-07,+3.160000E+00,+4.800000E-01,-3.999996E-02
+2.640000E-07,+3.160000E+00,+4.800000E-01,-3.999996E-02
+2.660000E-07,+3.160000E+00,+4.800000E-01,+0.000000E+00
+2.680000E-07,+3.160000E+00,+4.000001E-01,+0.000000E+00
+2.700000E-07,+3.160000E+00,+3.600000E-01,+4.000008E-02
+2.720000E-07,+3.200000E+00,+3.600000E-01,+0.000000E+00
+2.740000E-07,+3.200000E+00,+3.200001E-01,+0.000000E+00
+2.760000E-07,+3.200000E+00,+2.800001E-01,+0.000000E+00
+2.780000E-07,+3.200000E+00,+2.800001E-01,+0.000000E+00
+2.800000E-07,+3.160000E+00,+2.400000E-01,-3.999996E-02
+2.820000E-07,+3.040000E+00,+2.400000E-01,-3.999996E-02
+2.840000E-07,+2.880000E+00,+2.800001E-01,-3.999996E-02
+2.860000E-07,+2.680000E+00,+2.400000E-01,-3.999996E-02
+2.880000E-07,+2.560000E+00,+2.400000E-01,-3.999996E-02
+2.900000E-07,+2.360000E+00,+2.000000E-01,-3.999996E-02
+2.920000E-07,+2.160000E+00,+2.000000E-01,-3.999996E-02
+2.940000E-07,+1.960000E+00,+2.000000E-01,-3.999996E-02
+2.960000E-07,+1.800000E+00,+2.000000E-01,-3.999996E-02
+2.980000E-07,+1.720000E+00,+2.400000E-01,+0.000000E+00
+3.000000E-07,+1.680000E+00,+2.400000E-01,+0.000000E+00
+3.020000E-07,+1.680000E+00,+2.400000E-01,+4.000008E-02
+3.040000E-07,+1.720000E+00,+2.400000E-01,+4.000008E-02
+3.060000E-07,+1.720000E+00,+2.800001E-01,+4.000008E-02
+3.080000E-07,+1.720000E+00,+2.800001E-01,+4.000008E-02
+3.100000E-07,+1.720000E+00,+2.800001E-01,+4.000008E-02
+3.120000E-07,+1.720000E+00,+3.200001E-01,+4.000008E-02
+3.140000E-07,+1.720000E+00,+3.600000E-01,+4.000008E-02
+3.160000E-07,+1.680000E+00,+4.000001E-01,+0.000000E+00
+3.180000E-07,+1.600000E+00,+3.600000E-01,+0.000000E+00
+3.200000E-07,+1.520000E+00,+4.000001E-01,-3.999996E-02
+3.220000E-07,+1.480000E+00,+4.000001E-01,-3.999996E-02
+3.240000E-07,+1.440000E+00,+4.000001E-01,-3.999996E-02
+3.260000E-07,+1.400000E+00,+4.400001E-01,-7.999992E-02
+3.280000E-07,+1.360000E+00,+4.400001E-01,-3.999996E-02
+3.300000E-07,+1.360000E+00,+4.400001E-01,-3.999996E-02
+3.320000E-07,+1.320000E+00,+4.400001E-01,-7.999992E-02
+3.340000E-07,+1.320000E+00,+4.400001E-01,-7.999992E-02
+3.360000E-07,+1.280000E+00,+4.400001E-01,-3.999996E-02
+3.380000E-07,+1.240000E+00,+4.000001E-01,-3.999996E-02
+3.400000E-07,+1.200000E+00,+4.000001E-01,-3.999996E-02
+3.420000E-07,+1.200000E+00,+3.600000E-01,+4.000008E-02
+3.440000E-07,+1.160000E+00,+4.000001E-01,+4.000008E-02
+3.460000E-07,+1.120000E+00,+4.000001E-01,+0.000000E+00
+3.480000E-07,+1.040000E+00,+4.000001E-01,+4.000008E-02
+3.500000E-07,+1.000000E+00,+4.000001E-01,+4.000008E-02
+3.520000E-07,+1.000000E+00,+4.000001E-01,+8.000004E-02
+3.540000E-07,+9.600000E-01,+4.000001E-01,+8.000004E-02
+3.560000E-07,+1.000000E+00,+3.600000E-01,+4.000008E-02
+3.580000E-07,+1.000000E+00,+3.600000E-01,+4.000008E-02
+3.600000E-07,+1.000000E+00,+3.600000E-01,+4.000008E-02
+3.620000E-07,+1.000000E+00,+3.600000E-01,+0.000000E+00
+3.640000E-07,+1.040000E+00,+3.200001E-01,+0.000000E+00
+3.660000E-07,+1.040000E+00,+2.800001E-01,+0.000000E+00
+3.680000E-07,+1.040000E+00,+2.400000E-01,+0.000000E+00
+3.700000E-07,+1.040000E+00,+1.600001E-01,+0.000000E+00
+3.720000E-07,+1.040000E+00,+1.200000E-01,+0.000000E+00
+3.740000E-07,+1.000000E+00,+4.000008E-02,+0.000000E+00
+3.760000E-07,+1.000000E+00,+8.000004E-02,+0.000000E+00
+3.780000E-07,+1.000000E+00,+8.000004E-02,+0.000000E+00
+3.800000E-07,+1.000000E+00,+1.200000E-01,-3.999996E-02
+3.820000E-07,+1.000000E+00,+1.600001E-01,-3.999996E-02
+3.840000E-07,+1.040000E+00,+2.400000E-01,-3.999996E-02
+3.860000E-07,+1.040000E+00,+3.200001E-01,+0.000000E+00
+3.880000E-07,+1.080000E+00,+3.600000E-01,+0.000000E+00
+3.900000E-07,+1.080000E+00,+3.600000E-01,-3.999996E-02
+3.920000E-07,+1.080000E+00,+3.200001E-01,-3.999996E-02
+3.940000E-07,+1.080000E+00,+3.200001E-01,+0.000000E+00
+3.960000E-07,+1.080000E+00,+3.200001E-01,+0.000000E+00
+3.980000E-07,+1.080000E+00,+3.600000E-01,+0.000000E+00
+4.000000E-07,+1.040000E+00,+4.000001E-01,-3.999996E-02
+4.020000E-07,+1.040000E+00,+3.600000E-01,+0.000000E+00
+4.040000E-07,+1.040000E+00,+4.000001E-01,+4.000008E-02
+4.060000E-07,+1.040000E+00,+4.000001E-01,+0.000000E+00
+4.080000E-07,+1.000000E+00,+4.400001E-01,+0.000000E+00
+4.100000E-07,+9.600000E-01,+4.000001E-01,+0.000000E+00
+4.120000E-07,+9.600000E-01,+4.000001E-01,+0.000000E+00
+4.140000E-07,+9.600000E-01,+3.600000E-01,+0.000000E+00
+4.160000E-07,+9.600000E-01,+4.000001E-01,+0.000000E+00
+4.180000E-07,+9.200001E-01,+4.400001E-01,+4.000008E-02
+4.200000E-07,+8.800000E-01,+4.800000E-01,+4.000008E-02
+4.220000E-07,+8.800000E-01,+4.400001E-01,+4.000008E-02
+4.240000E-07,+8.800000E-01,+4.400001E-01,+4.000008E-02
+4.260000E-07,+9.200001E-01,+4.400001E-01,+0.000000E+00
+4.280000E-07,+8.800000E-01,+4.400001E-01,+0.000000E+00
+4.300000E-07,+8.800000E-01,+4.400001E-01,+0.000000E+00
+4.320000E-07,+8.800000E-01,+4.000001E-01,+4.000008E-02
+4.340000E-07,+8.800000E-01,+4.000001E-01,+4.000008E-02
+4.360000E-07,+8.800000E-01,+4.000001E-01,+0.000000E+00
+4.380000E-07,+8.000001E-01,+4.400001E-01,+0.000000E+00
+4.400000E-07,+8.000001E-01,+4.000001E-01,-3.999996E-02
+4.420000E-07,+7.600000E-01,+4.000001E-01,-3.999996E-02
+4.440000E-07,+7.600000E-01,+4.000001E-01,-3.999996E-02
+4.460000E-07,+7.600000E-01,+4.400001E-01,-3.999996E-02
+4.480000E-07,+8.000001E-01,+4.800000E-01,-3.999996E-02
+4.500000E-07,+8.000001E-01,+5.200000E-01,-3.999996E-02
+4.520000E-07,+8.400000E-01,+5.200000E-01,-3.999996E-02
+4.540000E-07,+8.800000E-01,+5.200000E-01,-3.999996E-02
+4.560000E-07,+9.200001E-01,+4.800000E-01,-3.999996E-02
+4.580000E-07,+9.600000E-01,+4.800000E-01,-3.999996E-02
+4.600000E-07,+9.600000E-01,+4.800000E-01,-3.999996E-02
+4.620000E-07,+9.200001E-01,+4.800000E-01,+0.000000E+00
+4.640000E-07,+9.200001E-01,+4.800000E-01,+4.000008E-02
+4.660000E-07,+9.600000E-01,+5.200000E-01,+4.000008E-02
+4.680000E-07,+9.200001E-01,+4.800000E-01,+4.000008E-02
+4.700000E-07,+9.600000E-01,+4.800000E-01,+4.000008E-02
+4.720000E-07,+9.600000E-01,+4.800000E-01,+8.000004E-02
+4.740000E-07,+9.200001E-01,+4.800000E-01,+8.000004E-02
+4.760000E-07,+9.200001E-01,+4.400001E-01,+4.000008E-02
+4.780000E-07,+9.600000E-01,+4.400001E-01,+4.000008E-02
+4.800000E-07,+9.600000E-01,+4.400001E-01,+0.000000E+00
+4.820000E-07,+9.600000E-01,+4.400001E-01,+0.000000E+00
+4.840000E-07,+9.600000E-01,+4.400001E-01,+0.000000E+00
+4.860000E-07,+9.600000E-01,+4.000001E-01,+4.000008E-02
+4.880000E-07,+9.600000E-01,+3.600000E-01,+4.000008E-02
+4.900000E-07,+1.000000E+00,+3.200001E-01,+0.000000E+00
+4.920000E-07,+1.000000E+00,+3.600000E-01,+0.000000E+00
+4.940000E-07,+1.000000E+00,+3.600000E-01,-3.999996E-02
+4.960000E-07,+1.000000E+00,+3.200001E-01,+0.000000E+00
+4.980000E-07,+9.600000E-01,+2.800001E-01,+0.000000E+00
+5.000000E-07,+9.600000E-01,+2.800001E-01,-3.999996E-02
+5.020000E-07,+9.600000E-01,+2.800001E-01,-3.999996E-02
+5.040000E-07,+9.200001E-01,+2.800001E-01,-3.999996E-02
+5.060000E-07,+9.200001E-01,+2.400000E-01,+0.000000E+00
+5.080000E-07,+9.200001E-01,+2.000000E-01,+4.000008E-02
+5.100000E-07,+9.200001E-01,+2.000000E-01,+0.000000E+00
+5.120000E-07,+9.600000E-01,+2.400000E-01,+0.000000E+00
+5.140000E-07,+9.600000E-01,+2.400000E-01,+0.000000E+00
+5.160000E-07,+1.000000E+00,+2.400000E-01,+0.000000E+00
+5.180000E-07,+1.000000E+00,+2.400000E-01,+0.000000E+00
+5.200000E-07,+1.000000E+00,+2.400000E-01,+0.000000E+00
+5.220000E-07,+1.000000E+00,+2.400000E-01,+0.000000E+00
+5.240000E-07,+1.040000E+00,+2.400000E-01,+0.000000E+00
+5.260000E-07,+1.000000E+00,+2.400000E-01,+0.000000E+00
+5.280000E-07,+1.000000E+00,+2.800001E-01,+0.000000E+00
+5.300000E-07,+1.000000E+00,+2.800001E-01,+0.000000E+00
+5.320000E-07,+1.000000E+00,+3.200001E-01,+0.000000E+00
+5.340000E-07,+9.600000E-01,+3.600000E-01,+0.000000E+00
+5.360000E-07,+9.600000E-01,+3.600000E-01,+0.000000E+00
+5.380000E-07,+9.600000E-01,+3.600000E-01,+0.000000E+00
+5.400000E-07,+9.600000E-01,+3.200001E-01,+0.000000E+00
+5.420000E-07,+9.600000E-01,+2.800001E-01,+0.000000E+00
+5.440000E-07,+9.600000E-01,+2.800001E-01,+0.000000E+00
+5.460000E-07,+9.600000E-01,+2.400000E-01,+4.000008E-02
+5.480000E-07,+9.600000E-01,+2.400000E-01,+4.000008E-02
+5.500000E-07,+9.200001E-01,+2.400000E-01,+0.000000E+00
+5.520000E-07,+9.200001E-01,+2.800001E-01,+0.000000E+00
+5.540000E-07,+8.800000E-01,+2.800001E-01,+0.000000E+00
+5.560000E-07,+8.800000E-01,+2.800001E-01,+0.000000E+00
+5.580000E-07,+8.800000E-01,+2.400000E-01,+0.000000E+00
+5.600000E-07,+8.800000E-01,+2.400000E-01,-3.999996E-02
+5.620000E-07,+8.400000E-01,+2.400000E-01,-3.999996E-02
+5.640000E-07,+8.800000E-01,+2.800001E-01,-3.999996E-02
+5.660000E-07,+8.400000E-01,+2.800001E-01,-3.999996E-02
+5.680000E-07,+8.400000E-01,+2.400000E-01,-3.999996E-02
+5.700000E-07,+8.000001E-01,+2.400000E-01,-3.999996E-02
+5.720000E-07,+8.000001E-01,+2.800001E-01,-3.999996E-02
+5.740000E-07,+8.400000E-01,+3.200001E-01,-3.999996E-02
+5.760000E-07,+8.000001E-01,+2.800001E-01,-3.999996E-02
+5.780000E-07,+8.000001E-01,+2.800001E-01,+0.000000E+00
+5.800000E-07,+8.000001E-01,+2.800001E-01,+4.000008E-02
+5.820000E-07,+8.400000E-01,+2.800001E-01,+0.000000E+00
+5.840000E-07,+8.400000E-01,+3.200001E-01,+0.000000E+00
+5.860000E-07,+8.400000E-01,+2.800001E-01,+0.000000E+00
+5.880000E-07,+8.400000E-01,+2.400000E-01,+0.000000E+00
+5.900000E-07,+8.400000E-01,+2.400000E-01,+0.000000E+00
+5.920000E-07,+8.800000E-01,+2.800001E-01,+0.000000E+00
+5.940000E-07,+8.800000E-01,+2.800001E-01,+0.000000E+00
+5.960000E-07,+8.800000E-01,+3.200001E-01,+0.000000E+00
+5.980000E-07,+8.800000E-01,+3.200001E-01,+4.000008E-02
+6.000000E-07,+8.800000E-01,+2.800001E-01,+4.000008E-02
+6.020000E-07,+9.200001E-01,+2.800001E-01,+0.000000E+00
+6.040000E-07,+8.800000E-01,+3.200001E-01,+0.000000E+00
+6.060000E-07,+8.800000E-01,+2.800001E-01,+0.000000E+00
+6.080000E-07,+8.800000E-01,+2.800001E-01,+0.000000E+00
+6.100000E-07,+8.400000E-01,+2.800001E-01,+0.000000E+00
+6.120000E-07,+8.400000E-01,+2.800001E-01,-3.999996E-02
+6.140000E-07,+8.000001E-01,+2.800001E-01,-3.999996E-02
+6.160000E-07,+8.000001E-01,+2.400000E-01,-3.999996E-02
+6.180000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.200000E-07,+8.000001E-01,+2.400000E-01,-3.999996E-02
+6.220000E-07,+8.000001E-01,+2.400000E-01,-3.999996E-02
+6.240000E-07,+8.400000E-01,+2.400000E-01,-3.999996E-02
+6.260000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.280000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.300000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.320000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.340000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.360000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.380000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.400000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.420000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.440000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.460000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.480000E-07,+8.000001E-01,+2.400000E-01,+4.000008E-02
+6.500000E-07,+8.000001E-01,+2.400000E-01,+4.000008E-02
+6.520000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.540000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.560000E-07,+8.400000E-01,+2.400000E-01,+0.000000E+00
+6.580000E-07,+8.000001E-01,+2.400000E-01,+0.000000E+00
+6.600000E-07,+8.000001E-01,+2.800001E-01,+0.000000E+00
+6.620000E-07,+8.000001E-01,+2.800001E-01,+4.000008E-02
+6.640000E-07,+8.000001E-01,+2.800001E-01,+4.000008E-02
